City,Cuisine,Name,Price,Rating,Region,Url,Year,Zip Code,Latitude,Longitude
São Paulo - 04531,Japanese,Ryo Gastronomia,$$$$$,1,Sao Paulo,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,2019,001,-23.58132,-46.6767
São Paulo - 05706,modern,Tangará Jean-Georges,$$$$$,1,Sao Paulo,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,2019,290,-23.634005,-46.72428
São Paulo - 04509,Japanese,Kinoshita,$$$$$,1,Sao Paulo,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,2019,001,-23.59159,-46.67146
São Paulo - 01401,Japanese,Kan Suke,$$$$$,1,Sao Paulo,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,2019,000,-23.5684,-46.64936
São Paulo - 04080,Japanese,Huto,$$$$$,1,Sao Paulo,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,2019,004,-23.60882,-46.6598
Seoul,French contemporary,Stay,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,2019,N/A,37.513004,127.10257
Seoul,Korean,Lee Jong Kuk 104,$$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,2019,N/A,37.592903,126.997284
Seoul,Korean,Hansikgonggan,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,2019,N/A,37.577705,126.98852
Seoul,French contemporary,Dining in Space,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,2019,N/A,37.57761,126.98845
Seoul,Innovative,Exquisine,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,2019,N/A,37.521046,127.049736
Seoul,Innovative,Dosa,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,2019,N/A,37.52445,127.04441
Seoul,Korean contemporary,Joo Ok,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,2019,N/A,37.52252,127.04396
Seoul,Temple cuisine,Balwoo Gongyang,$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,2019,N/A,37.57389,126.98318
Seoul,Innovative,Muoki,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,2019,N/A,37.518963,127.04217
Seoul,French,L'Amitié,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,2019,N/A,37.522675,127.032646
Seoul,Chinese,Yu Yuan,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,2019,N/A,37.57045,126.97534
Seoul,Korean,Bicena,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,2019,N/A,37.5384,127.00135
Seoul,Innovative,Mosu,$$$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,2019,N/A,37.536415,126.99934
Seoul,Korean,Poom,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,2019,N/A,37.54903,126.98341
Seoul,Innovative,Soigné,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,2019,N/A,37.49816,127.002
Seoul,European contemporary,Table for Four,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,2019,N/A,37.49769,126.99442
Seoul,Innovative,Zero Complex,$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,2019,N/A,37.49417,126.9948
Seoul,Chinese,Jin Jin,$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,2019,N/A,37.55777,126.91324
Seoul,Korean,Gotgan,$$$$,1,South Korea,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,2019,N/A,37.52212,126.92022
Singapore,Street Food,Hill Street Tai Hwa Pork Noodle,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,2018,N/A,1.3052,103.8624
Singapore,Fujian,Putien (Kitchener Road),$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,2018,N/A,1.30969,103.8573
Singapore,Cantonese,Chef Kang's,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,2018,N/A,1.304735,103.84955
Singapore,Italian,Garibaldi,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,2018,N/A,1.296564,103.855
Singapore,Cantonese,Summer Pavilion,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,2018,N/A,1.291284,103.8603
Singapore,Sushi,Shinji (Bras Basah Road),$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,2018,N/A,1.2959028,103.8539
Singapore,Indian,The Song of India,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,2018,N/A,1.310767,103.8353
Singapore,Cantonese,Lei Garden,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,2018,N/A,1.295228,103.8521
Singapore,Australian,Whitegrass,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,2018,N/A,1.295452,103.8516
Singapore,French contemporary,Jaan,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,2018,N/A,1.293184,103.8529
Singapore,Innovative,Labyrinth,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,2018,N/A,1.2899688,103.8562
Singapore,Steakhouse,Cut,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,2018,N/A,1.2853268,103.8607
Singapore,European contemporary,Alma,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,2018,N/A,1.309123,103.834
Singapore,French contemporary,Béni,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,2018,N/A,1.302379,103.8366
Singapore,Chinese,Crystal Jade Golden Palace,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,2018,N/A,1.303244,103.8353
Singapore,Chinese,Imperial Treasure Fine Teochew Cuisine (Orchard),$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,2018,N/A,1.3032448,103.8349
Singapore,French contemporary,Saint Pierre,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,2018,N/A,1.285781,103.8538
Singapore,Sushi,Sushi Ichi,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,2018,N/A,1.305105,103.8324
Singapore,Sushi,Sushi Kimura,$$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,2018,N/A,1.3063719,103.829475
Singapore,European contemporary,Iggy's,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,2018,N/A,1.305986,103.8294
Singapore,Italian contemporary,Braci,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,2018,N/A,1.287212,103.84949
Singapore,Cantonese,Jiang-Nan Chun,$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,2018,N/A,1.304937,103.8288
Singapore,Innovative,Bacchanalia,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,2018,N/A,1.2874758,103.8474
Singapore,Sushi,Shinji (Tanglin Road),$$$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,2018,N/A,1.305821,103.8257
Singapore,Innovative,Corner House,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,2018,N/A,1.315121,103.8154
Singapore,Cantonese,Summer Palace,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,2018,N/A,1.3043848,103.825
Singapore,Australian,Cheek by Jowl,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,2018,N/A,1.281301,103.84849
Singapore,Innovative,Nouri,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,2018,N/A,1.28086,103.84713
Singapore,Street Food,Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,2018,N/A,1.28248,103.8439
Singapore,Barbecue,Burnt Ends,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,2018,N/A,1.280501,103.8418
Singapore,French contemporary,Rhubarb,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,2018,N/A,1.279368,103.843
Singapore,Innovative,Meta,$$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,2018,N/A,1.279372,103.8415
Singapore,French,Ma Cuisine,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,2018,N/A,1.27826,103.842
Singapore,Peranakan,Candlenut,$,1,Singapore,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,2018,N/A,1.2797709,103.8402
Göteborg,Creative,Bhoga,$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,2019,411 14,57.70618,11.9624
Göteborg,Modern cuisine,Koka,$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,2019,411 25,57.698406,11.965365
Göteborg,Modern cuisine,28+,$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,2019,411 34,57.69809,11.97377
Göteborg,Modern cuisine,SK Mat & Människor,$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,2019,412 55,57.69688,11.98338
Göteborg,Classic cuisine,Thörnströms Kök,$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,2019,411 32,57.69437,11.977609
Göteborg,Creative,Upper House,$$$$,1,Sweden,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,2019,402 26,57.69745,11.99021
Stockholm,Modern cuisine,Agrikultur,$$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,2019,113 54,59.34777,18.05863
Stockholm,Japanese,Sushi Sho,$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,2019,113 28,59.341286,18.049892
Stockholm,Creative,Volt,$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,2019,114 48,59.33867,18.079683
Stockholm,Meats and grills,Ekstedt,$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,2019,11446,59.33674,18.07521
Stockholm,Classic cuisine,Operakällaren,$$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,2019,111 86,59.329876,18.071363
Stockholm,Modern cuisine,Mathias Dahlgren-Matbaren,$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,2019,103 27,59.32935,18.07543
Stockholm,Creative,Aloë,$$$$,1,Sweden,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,2019,125 33,59.2842,17.985748
Växjö,Creative,PM & Vänner,$$$,1,Sweden,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,2019,352 31,56.87892,14.80387
Malmö,Creative,Bloom in the Park,$$,1,Sweden,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,2019,214 66,55.59064,12.99794
Malmö,Creative,SAV,$$$,1,Sweden,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,2019,21875,55.53376,13.00537
Taipei,Taiwanese,Golden Formosa,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,2019,110,25.118216,121.53623
Taipei,Steakhouse,Danny's Steakhouse,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,2019,110,25.082657,121.552765
Taipei,French contemporary,L'Atelier de Joël Robuchon,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,2019,110,25.039188,121.56771
Taipei,Sushi,Kitcho,$$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,2019,110,25.04429,121.55076
Taipei,Hang Zhou,Tien Hsiang Lo,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,2019,110,25.062696,121.529976
Taipei,Cantonese,Ya Ge,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,2019,110,25.06625,121.52533
Taipei,Barbecue,Da-Wan,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,2019,110,25.043018,121.55019
Taipei,Sushi,Sushi Nomura,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,2019,110,25.03618,121.55465
Taipei,Asian contemporary,logy,$$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,2019,110,25.03561,121.55323
Taipei,Taiwanese,Ming Fu,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,2019,110,25.06171,121.52399
Taipei,Japanese,Ken An Ho,$$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,2019,110,25.034622,121.55281
Taipei,Sushi,Sushi Ryu,$$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,2019,110,25.055832,121.52724
Taipei,European contemporary,MUME,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,2019,110,25.036266,121.54809
Taipei,Innovative,Impromptu by Paul Lee,$$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,2019,110,25.05429,121.524254
Taipei,Innovative,Longtail,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,2019,110,25.023922,121.54841
Taipei,Taiwanese,Mountain and Sea House,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,2019,110,25.038046,121.531395
Taipei,Cantonese,Da San Yuan,$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,2019,110,25.042248,121.512215
Taipei,Seafood,Tainan Tan Tsu Mien Seafood,$$,1,Taipei,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,2019,110,25.03799,121.4984
Bangkok,Thai,Suan Thip,$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,2019,N/A,13.926962,100.502144
Bangkok,Innovative,Upstairs at Mikkeller,$$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,2019,N/A,13.727946,100.58844
Bangkok,Thai,Chim by Siam Wisdom,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,2019,N/A,13.740706,100.56789
Bangkok,Thai,R-Haan,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,2019,N/A,13.731805,100.57972
Bangkok,Innovative,Canvas,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,2019,N/A,13.728886,100.580826
Bangkok,Thai,Bo.lan,$$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,2019,N/A,13.726389,100.57799
Bangkok,Thai Contemporary,Sra Bua by Kiin Kiin,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,2019,N/A,13.754137,100.53451
Bangkok,French contemporary,Elements,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,2019,N/A,13.742978,100.54798
Bangkok,Thai,Paste,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,2019,N/A,13.744594,100.540565
Bangkok,Sushi,Ginza Sushi ichi,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,2019,N/A,13.744069,100.54092
Bangkok,Southern Thai,Sorn,$$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,2019,N/A,13.723242,100.56848
Bangkok,French contemporary,Savelberg,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,2019,N/A,13.738216,100.54642
Bangkok,Thai,Saneh Jaan,$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,2019,N/A,13.735739,100.54605
Bangkok,Innovative,Gaa,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,2019,N/A,13.737806,100.54275
Bangkok,Thai,Methavalai Sorndaeng,$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,2019,N/A,13.756321,100.502045
Bangkok,Street Food,Jay Fai,$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,2019,N/A,13.752614,100.50466
Bangkok,Thai,Nahm,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,2019,N/A,13.724357,100.53926
Bangkok,French contemporary,J'AIME by Jean-Michel Lorain,$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,2019,N/A,13.718885,100.546326
Bangkok,Thai Contemporary,Saawaan,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,2019,N/A,13.721809,100.53741
Bangkok,Thai,Le Du,$$$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,2019,N/A,13.725005,100.52939
Bangkok,Thai,Ruean Panya,$$,1,Thailand,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,2019,N/A,13.558403,100.28264
Phuket,Innovative,PRU,$$$$$,1,Thailand,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,2019,N/A,8.034298,98.2764
"Washington, D.C.",American,Blue Duck Tavern,$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,2019,20037,38.905373,-77.05128
"Washington, D.C.",Contemporary,Tail Up Goat,$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,2019,20009,38.9235,-77.043274
"Washington, D.C.",Mediterranean,Komi,$$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,2019,20036,38.910107,-77.03836
"Washington, D.C.",Japanese,Sushi Taro,$$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,2019,20036,38.909992,-77.03834
"Washington, D.C.",European,Plume,$$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,2019,20036,38.906,-77.03671
"Washington, D.C.",Seafood,Siren by RW,$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,2019,20005,38.907776,-77.035446
"Washington, D.C.",Contemporary,Bresca,$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,2019,20000,38.91584,-77.0321
"Washington, D.C.",American,The Dabney,$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,2019,20001,38.906292,-77.024666
"Washington, D.C.",Contemporary,Métier,$$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,2019,20001,38.903503,-77.0218
"Washington, D.C.",Contemporary,Kinship,$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,2019,20001,38.903282,-77.0218
"Washington, D.C.",Italian,Fiola,$$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,2019,20004,38.89416,-77.02032
"Washington, D.C.",Italian,Masseria,$$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,2019,20002,38.909504,-76.99908
"Washington, D.C.",Contemporary,Rose's Luxury,$$,1,Washington DC,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,2019,20003,38.88064,-76.99515
Waternish,Modern cuisine,Loch Bay,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,2019,IV55 8GA,57.51487,-6.57114
Dalry,Classic cuisine,Braidwoods,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,2019,KA24 4LN,55.69474,-4.7425
Belfast,Modern cuisine,Eipic,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,2019,BT1 6PF,54.595898,-5.9322424
Belfast,Modern British,OX,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,2019,BT1 3LA,54.59891,-5.92198
Peat Inn,Classic cuisine,The Peat Inn,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,2019,KY15 5LH,56.27861,-2.8845797
Leith,Modern cuisine,Kitchin,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,2019,EH6 6LX,55.976967,-3.172842
Leith,Modern cuisine,Martin Wishart,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,2019,EH6 6RA,55.97552,-3.17019
Edinburgh,Modern cuisine,Number One,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,2019,EH2 2EQ,55.95298,-3.18966
Edinburgh,Creative,21212,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,2019,EH7 5AB,55.95674,-3.18018
Anstruther,Modern cuisine,The Cellar,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,2019,KY10 3AA,56.222126,-2.696321
Grasmere,Modern British,Forest Side,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,2019,LA22 9RN,54.46396,-3.0157998
Bowness-on-Windermere,Modern cuisine,HRiSHi,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,2019,LA23 3NE,54.35013,-2.91172
Cartmel,Creative British,Rogan & Co,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,2019,LA11 6QD,54.20074,-2.95464
Newcastle upon Tyne,Modern cuisine,House of Tides,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,2019,NE1 3RF,54.96758,-1.61127
Menai Bridge/Porthaethwy,Modern cuisine,Sosban & The Old Butchers,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,2019,LL59 5EE,53.225925,-4.163006
Langho,Modern British,Northcote,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,2019,BB6 8BE,53.80933,-2.4476
Pateley Bridge,Modern cuisine,Yorke Arms,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,2019,HG3 5RL,54.13435,-1.8183095
Birkenhead,Creative,Fraiche,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,2019,CH43 5SG,53.38183,-3.04307
Fence,Modern British,White Swan,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,2019,BB12 9QA,53.83916,-2.25097
Llandrillo,Classic cuisine,Tyddyn Llan,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,2019,LL21 OST,52.92405,-3.44329
Machynlleth,Creative,Ynyshir,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,2019,SY20 8TA,52.54476,-3.94491
Oldstead,Modern British,Black Swan,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,2019,YO61 4BL,54.21205,-1.1879199
Chester,Modern cuisine,Simon Radley at Chester Grosvenor,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,2019,CH1 1LT,53.19064,-2.88913
Harome,Modern British,Star Inn at Harome,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,2019,YO62 5JE,54.23101,-1.01023
Leeds,Creative,The Man Behind The Curtain,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,2019,LS1 7JH,53.798286,-1.539937
Montgomery/Trefaldwyn,French,The Checkers,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,2019,SY15 6PN,52.55568,-3.13769
South Dalton,Modern British,Pipe and Glass,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,2019,HU17 7PN,53.8955,-0.53301
Baslow,Modern cuisine,Fischer's at Baslow Hall,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,2019,DE45 1RR,53.25055,-1.6269798
Winteringham,Modern cuisine,Winteringham Fields,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,2019,DN15 9ND,53.68778,-0.59013
Ilfracombe,Seafood,Thomas Carr @ The Olive Room,N/A,1,United Kingdom,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,2019,EX34 9DJ,51.209476,-4.118807
